Date,Employee_ID,Employee_Name,Project_ID,Job_Code,Regular_Hours,Overtime_Hours,Total_Hours,Comments
2025-06-13,01077,Worker_78,PRJ100,Electrician,9.0,0,9.0,
2025-06-16,01077,Worker_78,PRJ100,Electrician,6.0,0,6.0,Training
2025-06-17,01077,Worker_78,PRJ100,Electrician,8.0,0,8.0,Worked late
2025-06-18,01077,Worker_78,PRJ100,Electrician,9.0,0,9.0,Minor equipment issue
2025-06-19,01077,Worker_78,PRJ100,Electrician,9.0,0,9.0,Worked late
2025-06-20,01077,Worker_78,PRJ100,Electrician,7.5,0,7.5,
2025-06-09,01078,Worker_79,PRJ103,Plumber,8.0,2,10.0,Training
2025-06-10,01078,Worker_79,PRJ103,Plumber,8.0,0,8.0,Worked late
2025-06-11,01078,Worker_79,PRJ103,Plumber,9.0,0,9.0,Completed assigned task
2025-06-12,01078,Worker_79,PRJ103,Plumber,8.0,2,10.0,Normal day
2025-06-13,01078,Worker_79,PRJ103,Plumber,8.0,2,10.0,
2025-06-16,01078,Worker_79,PRJ103,Plumber,9.0,2,11.0,Normal day
2025-06-17,01078,Worker_79,PRJ103,Plumber,7.5,0,7.5,Training
2025-06-18,01078,Worker_79,PRJ103,Plumber,6.0,0,6.0,Minor equipment issue
2025-06-19,01078,Worker_79,PRJ103,Plumber,6.0,0,6.0,Left early
2025-06-20,01078,Worker_79,PRJ103,Plumber,9.0,2,11.0,Worked late
2025-06-09,01079,Worker_80,PRJ101,Welder,8.0,0,8.0,Completed assigned task
2025-06-10,01079,Worker_80,PRJ101,Welder,7.5,0,7.5,Minor equipment issue
2025-06-11,01079,Worker_80,PRJ101,Welder,8.0,2,10.0,Completed assigned task
2025-06-12,01079,Worker_80,PRJ101,Welder,9.0,2,11.0,Minor equipment issue
2025-06-13,01079,Worker_80,PRJ101,Welder,9.0,2,11.0,Left early
2025-06-16,01079,Worker_80,PRJ101,Welder,8.0,0,8.0,Normal day
2025-06-17,01079,Worker_80,PRJ101,Welder,6.0,0,6.0,Normal day
2025-06-18,01079,Worker_80,PRJ101,Welder,8.0,0,8.0,Normal day
2025-06-19,01079,Worker_80,PRJ101,Welder,8.0,1,9.0,Worked late
2025-06-20,01079,Worker_80,PRJ101,Welder,6.0,0,6.0,Minor equipment issue
2025-06-09,01080,Worker_81,PRJ100,Carpenter,8.0,0,8.0,Training
2025-06-10,01080,Worker_81,PRJ100,Carpenter,8.0,1,9.0,Worked late
2025-06-11,01080,Worker_81,PRJ100,Carpenter,7.5,0,7.5,Minor equipment issue
2025-06-12,01080,Worker_81,PRJ100,Carpenter,9.0,2,11.0,Normal day
2025-06-13,01080,Worker_81,PRJ100,Carpenter,8.0,2,10.0,Training
2025-06-16,01080,Worker_81,PRJ100,Carpenter,8.0,1,9.0,Training
2025-06-17,01080,Worker_81,PRJ100,Carpenter,8.0,0,8.0,
2025-06-18,01080,Worker_81,PRJ100,Carpenter,9.0,0,9.0,Completed assigned task
2025-06-19,01080,Worker_81,PRJ100,Carpenter,8.0,2,10.0,Training
2025-06-20,01080,Worker_81,PRJ100,Carpenter,8.0,1,9.0,Minor equipment issue
2025-06-09,01081,Worker_82,PRJ104,Welder,8.0,0,8.0,Completed assigned task
2025-06-10,01081,Worker_82,PRJ104,Welder,8.0,2,10.0,Left early
2025-06-11,01081,Worker_82,PRJ104,Welder,8.0,2,10.0,Normal day
2025-06-12,01081,Worker_82,PRJ104,Welder,6.0,0,6.0,Completed assigned task
2025-06-13,01081,Worker_82,PRJ104,Welder,9.0,2,11.0,Completed assigned task
2025-06-16,01081,Worker_82,PRJ104,Welder,8.0,1,9.0,Minor equipment issue
2025-06-17,01081,Worker_82,PRJ104,Welder,7.5,0,7.5,Worked late
2025-06-18,01081,Worker_82,PRJ104,Welder,6.0,0,6.0,Training
2025-06-19,01081,Worker_82,PRJ104,Welder,8.0,2,10.0,
2025-06-20,01081,Worker_82,PRJ104,Welder,8.0,1,9.0,Completed assigned task
2025-06-09,01082,Worker_83,PRJ101,Welder,8.0,0,8.0,Minor equipment issue
2025-06-10,01082,Worker_83,PRJ101,Welder,9.0,2,11.0,Minor equipment issue
2025-06-11,01082,Worker_83,PRJ101,Welder,8.0,1,9.0,
2025-06-12,01082,Worker_83,PRJ101,Welder,8.0,0,8.0,Left early
2025-06-13,01082,Worker_83,PRJ101,Welder,9.0,0,9.0,Training
2025-06-16,01082,Worker_83,PRJ101,Welder,8.0,2,10.0,
2025-06-17,01082,Worker_83,PRJ101,Welder,8.0,0,8.0,Normal day
2025-06-18,01082,Worker_83,PRJ101,Welder,7.5,0,7.5,Completed assigned task
2025-06-19,01082,Worker_83,PRJ101,Welder,6.0,0,6.0,Normal day
2025-06-20,01082,Worker_83,PRJ101,Welder,8.0,2,10.0,Minor equipment issue
2025-06-09,01083,Worker_84,PRJ101,Plumber,9.0,0,9.0,Left early
2025-06-10,01083,Worker_84,PRJ101,Plumber,7.5,0,7.5,
2025-06-11,01083,Worker_84,PRJ101,Plumber,8.0,1,9.0,Normal day
2025-06-12,01083,Worker_84,PRJ101,Plumber,8.0,0,8.0,
2025-06-13,01083,Worker_84,PRJ101,Plumber,9.0,0,9.0,Completed assigned task
2025-06-16,01083,Worker_84,PRJ101,Plumber,9.0,0,9.0,Training
2025-06-17,01083,Worker_84,PRJ101,Plumber,8.0,0,8.0,
2025-06-18,01083,Worker_84,PRJ101,Plumber,7.5,0,7.5,Normal day
2025-06-19,01083,Worker_84,PRJ101,Plumber,6.0,0,6.0,Training
2025-06-20,01083,Worker_84,PRJ101,Plumber,6.0,0,6.0,Completed assigned task
2025-06-09,01084,Worker_85,PRJ103,Electrician,8.0,0,8.0,Worked late
2025-06-10,01084,Worker_85,PRJ103,Electrician,7.5,0,7.5,Completed assigned task
2025-06-11,01084,Worker_85,PRJ103,Electrician,6.0,0,6.0,Minor equipment issue
2025-06-12,01084,Worker_85,PRJ103,Electrician,8.0,1,9.0,Worked late
2025-06-13,01084,Worker_85,PRJ103,Electrician,8.0,0,8.0,Left early
2025-06-16,01084,Worker_85,PRJ103,Electrician,6.0,0,6.0,
2025-06-17,01084,Worker_85,PRJ103,Electrician,8.0,0,8.0,Left early
2025-06-18,01084,Worker_85,PRJ103,Electrician,7.5,0,7.5,Minor equipment issue
2025-06-19,01084,Worker_85,PRJ103,Electrician,8.0,0,8.0,Training
2025-06-20,01084,Worker_85,PRJ103,Electrician,8.0,0,8.0,Minor equipment issue
2025-06-09,01085,Worker_86,PRJ101,Electrician,7.5,0,7.5,Worked late
2025-06-10,01085,Worker_86,PRJ101,Electrician,7.5,0,7.5,Training
2025-06-11,01085,Worker_86,PRJ101,Electrician,7.5,0,7.5,Minor equipment issue
2025-06-12,01085,Worker_86,PRJ101,Electrician,9.0,0,9.0,Left early
2025-06-13,01085,Worker_86,PRJ101,Electrician,8.0,2,10.0,Minor equipment issue
2025-06-16,01085,Worker_86,PRJ101,Electrician,8.0,0,8.0,Completed assigned task
2025-06-17,01085,Worker_86,PRJ101,Electrician,9.0,2,11.0,Worked late
2025-06-18,01085,Worker_86,PRJ101,Electrician,8.0,0,8.0,Left early
2025-06-19,01085,Worker_86,PRJ101,Electrician,8.0,2,10.0,Left early
2025-06-20,01085,Worker_86,PRJ101,Electrician,6.0,0,6.0,Completed assigned task
2025-06-09,01086,Worker_87,PRJ103,Laborer,8.0,0,8.0,Normal day
2025-06-10,01086,Worker_87,PRJ103,Laborer,6.0,0,6.0,Worked late
2025-06-11,01086,Worker_87,PRJ103,Laborer,6.0,0,6.0,Worked late
2025-06-12,01086,Worker_87,PRJ103,Laborer,8.0,1,9.0,Minor equipment issue
2025-06-13,01086,Worker_87,PRJ103,Laborer,8.0,0,8.0,Training
2025-06-16,01086,Worker_87,PRJ103,Laborer,8.0,0,8.0,Normal day
2025-06-17,01086,Worker_87,PRJ103,Laborer,9.0,0,9.0,Left early
2025-06-18,01086,Worker_87,PRJ103,Laborer,6.0,0,6.0,Worked late
2025-06-19,01086,Worker_87,PRJ103,Laborer,8.0,1,9.0,Normal day
2025-06-20,01086,Worker_87,PRJ103,Laborer,8.0,0,8.0,Worked late
2025-06-09,01087,Worker_88,PRJ102,Laborer,8.0,0,8.0,
2025-06-10,01087,Worker_88,PRJ102,Laborer,8.0,0,8.0,Left early
2025-06-11,01087,Worker_88,PRJ102,Laborer,8.0,1,9.0,Minor equipment issue
2025-06-12,01087,Worker_88,PRJ102,Laborer,8.0,0,8.0,Left early
2025-06-13,01087,Worker_88,PRJ102,Laborer,8.0,1,9.0,Worked late
2025-06-16,01087,Worker_88,PRJ102,Laborer,9.0,1,10.0,Worked late
2025-06-17,01087,Worker_88,PRJ102,Laborer,7.5,0,7.5,Training
2025-06-18,01087,Worker_88,PRJ102,Laborer,8.0,0,8.0,Minor equipment issue
2025-06-19,01087,Worker_88,PRJ102,Laborer,8.0,1,9.0,Normal day
2025-06-20,01087,Worker_88,PRJ102,Laborer,6.0,0,6.0,Completed assigned task
2025-06-09,01088,Worker_89,PRJ101,Laborer,6.0,0,6.0,Minor equipment issue
2025-06-10,01088,Worker_89,PRJ101,Laborer,6.0,0,6.0,Normal day
2025-06-11,01088,Worker_89,PRJ101,Laborer,9.0,2,11.0,Training
2025-06-12,01088,Worker_89,PRJ101,Laborer,7.5,0,7.5,Completed assigned task
2025-06-13,01088,Worker_89,PRJ101,Laborer,8.0,0,8.0,Training
2025-06-16,01088,Worker_89,PRJ101,Laborer,8.0,0,8.0,Completed assigned task
2025-06-17,01088,Worker_89,PRJ101,Laborer,8.0,2,10.0,Worked late
2025-06-18,01088,Worker_89,PRJ101,Laborer,8.0,2,10.0,Completed assigned task
2025-06-19,01088,Worker_89,PRJ101,Laborer,8.0,0,8.0,Minor equipment issue
2025-06-20,01088,Worker_89,PRJ101,Laborer,7.5,0,7.5,Completed assigned task
2025-06-09,01089,Worker_90,PRJ104,Welder,8.0,0,8.0,Normal day
2025-06-10,01089,Worker_90,PRJ104,Welder,8.0,2,10.0,Training
2025-06-11,01089,Worker_90,PRJ104,Welder,8.0,0,8.0,Completed assigned task
2025-06-12,01089,Worker_90,PRJ104,Welder,6.0,0,6.0,Normal day
2025-06-13,01089,Worker_90,PRJ104,Welder,8.0,2,10.0,Left early
2025-06-16,01089,Worker_90,PRJ104,Welder,8.0,0,8.0,Left early
2025-06-17,01089,Worker_90,PRJ104,Welder,6.0,0,6.0,
2025-06-18,01089,Worker_90,PRJ104,Welder,9.0,0,9.0,Left early
2025-06-19,01089,Worker_90,PRJ104,Welder,7.5,0,7.5,Left early
2025-06-20,01089,Worker_90,PRJ104,Welder,6.0,0,6.0,Completed assigned task
2025-06-09,01090,Worker_91,PRJ104,Welder,9.0,2,11.0,
2025-06-10,01090,Worker_91,PRJ104,Welder,8.0,2,10.0,Worked late
2025-06-11,01090,Worker_91,PRJ104,Welder,6.0,0,6.0,
2025-06-12,01090,Worker_91,PRJ104,Welder,9.0,0,9.0,Completed assigned task
2025-06-13,01090,Worker_91,PRJ104,Welder,9.0,1,10.0,Completed assigned task
2025-06-16,01090,Worker_91,PRJ104,Welder,6.0,0,6.0,
2025-06-17,01090,Worker_91,PRJ104,Welder,8.0,0,8.0,Left early
2025-06-18,01090,Worker_91,PRJ104,Welder,8.0,2,10.0,
2025-06-19,01090,Worker_91,PRJ104,Welder,7.5,0,7.5,Minor equipment issue
2025-06-20,01090,Worker_91,PRJ104,Welder,8.0,2,10.0,
2025-06-09,01091,Worker_92,PRJ101,Electrician,7.5,0,7.5,Training
2025-06-10,01091,Worker_92,PRJ101,Electrician,6.0,0,6.0,Normal day
2025-06-11,01091,Worker_92,PRJ101,Electrician,9.0,0,9.0,Minor equipment issue
2025-06-12,01091,Worker_92,PRJ101,Electrician,7.5,0,7.5,Completed assigned task
2025-06-13,01091,Worker_92,PRJ101,Electrician,8.0,0,8.0,Worked late
2025-06-16,01091,Worker_92,PRJ101,Electrician,8.0,1,9.0,
2025-06-17,01091,Worker_92,PRJ101,Electrician,6.0,0,6.0,Training
2025-06-18,01091,Worker_92,PRJ101,Electrician,8.0,0,8.0,
2025-06-19,01091,Worker_92,PRJ101,Electrician,8.0,0,8.0,Minor equipment issue
2025-06-20,01091,Worker_92,PRJ101,Electrician,8.0,0,8.0,Training
2025-06-09,01092,Worker_93,PRJ101,Welder,8.0,1,9.0,Normal day
2025-06-10,01092,Worker_93,PRJ101,Welder,8.0,0,8.0,Minor equipment issue
2025-06-11,01092,Worker_93,PRJ101,Welder,6.0,0,6.0,Worked late
2025-06-12,01092,Worker_93,PRJ101,Welder,8.0,2,10.0,
2025-06-13,01092,Worker_93,PRJ101,Welder,9.0,0,9.0,Worked late
2025-06-16,01092,Worker_93,PRJ101,Welder,8.0,2,10.0,Completed assigned task
2025-06-17,01092,Worker_93,PRJ101,Welder,6.0,0,6.0,Left early
2025-06-18,01092,Worker_93,PRJ101,Welder,6.0,0,6.0,Completed assigned task
2025-06-19,01092,Worker_93,PRJ101,Welder,7.5,0,7.5,Normal day
2025-06-20,01092,Worker_93,PRJ101,Welder,7.5,0,7.5,Minor equipment issue
2025-06-09,01093,Worker_94,PRJ102,Plumber,8.0,0,8.0,Worked late
2025-06-10,01093,Worker_94,PRJ102,Plumber,8.0,0,8.0,Normal day
2025-06-11,01093,Worker_94,PRJ102,Plumber,6.0,0,6.0,Minor equipment issue
2025-06-12,01093,Worker_94,PRJ102,Plumber,8.0,2,10.0,Left early
2025-06-13,01093,Worker_94,PRJ102,Plumber,8.0,2,10.0,Training
2025-06-16,01093,Worker_94,PRJ102,Plumber,9.0,0,9.0,Left early
2025-06-17,01093,Worker_94,PRJ102,Plumber,8.0,2,10.0,
2025-06-18,01093,Worker_94,PRJ102,Plumber,6.0,0,6.0,Minor equipment issue
2025-06-19,01093,Worker_94,PRJ102,Plumber,8.0,2,10.0,Training
2025-06-20,01093,Worker_94,PRJ102,Plumber,7.5,0,7.5,Training
2025-06-09,01094,Worker_95,PRJ101,Electrician,8.0,2,10.0,Worked late
2025-06-10,01094,Worker_95,PRJ101,Electrician,8.0,2,10.0,Completed assigned task
2025-06-11,01094,Worker_95,PRJ101,Electrician,9.0,0,9.0,Training
2025-06-12,01094,Worker_95,PRJ101,Electrician,8.0,0,8.0,Normal day
2025-06-13,01094,Worker_95,PRJ101,Electrician,8.0,0,8.0,Completed assigned task
2025-06-16,01094,Worker_95,PRJ101,Electrician,7.5,0,7.5,Left early
2025-06-17,01094,Worker_95,PRJ101,Electrician,6.0,0,6.0,Left early
2025-06-18,01094,Worker_95,PRJ101,Electrician,8.0,2,10.0,Completed assigned task
2025-06-19,01094,Worker_95,PRJ101,Electrician,8.0,2,10.0,Minor equipment issue
2025-06-20,01094,Worker_95,PRJ101,Electrician,8.0,0,8.0,Minor equipment issue
2025-06-09,01095,Worker_96,PRJ100,Plumber,8.0,0,8.0,
2025-06-10,01095,Worker_96,PRJ100,Plumber,8.0,2,10.0,Left early
2025-06-11,01095,Worker_96,PRJ100,Plumber,7.5,0,7.5,Worked late
2025-06-12,01095,Worker_96,PRJ100,Plumber,6.0,0,6.0,
2025-06-13,01095,Worker_96,PRJ100,Plumber,7.5,0,7.5,Minor equipment issue
2025-06-16,01095,Worker_96,PRJ100,Plumber,9.0,0,9.0,Minor equipment issue
2025-06-17,01095,Worker_96,PRJ100,Plumber,9.0,0,9.0,
2025-06-18,01095,Worker_96,PRJ100,Plumber,7.5,0,7.5,Left early
2025-06-19,01095,Worker_96,PRJ100,Plumber,7.5,0,7.5,Minor equipment issue
2025-06-20,01095,Worker_96,PRJ100,Plumber,6.0,0,6.0,Left early
2025-06-09,01096,Worker_97,PRJ103,Plumber,9.0,0,9.0,Left early
2025-06-10,01096,Worker_97,PRJ103,Plumber,8.0,0,8.0,Training
2025-06-11,01096,Worker_97,PRJ103,Plumber,9.0,1,10.0,Completed assigned task
2025-06-12,01096,Worker_97,PRJ103,Plumber,8.0,2,10.0,Worked late
2025-06-13,01096,Worker_97,PRJ103,Plumber,6.0,0,6.0,Training
2025-06-16,01096,Worker_97,PRJ103,Plumber,7.5,0,7.5,Minor equipment issue
2025-06-17,01096,Worker_97,PRJ103,Plumber,9.0,0,9.0,Normal day
2025-06-18,01096,Worker_97,PRJ103,Plumber,8.0,2,10.0,Normal day
2025-06-19,01096,Worker_97,PRJ103,Plumber,8.0,0,8.0,Minor equipment issue
2025-06-20,01096,Worker_97,PRJ103,Plumber,9.0,0,9.0,Training
2025-06-09,01097,Worker_98,PRJ104,Electrician,8.0,1,9.0,Minor equipment issue
2025-06-10,01097,Worker_98,PRJ104,Electrician,8.0,0,8.0,Training
2025-06-11,01097,Worker_98,PRJ104,Electrician,6.0,0,6.0,Training
2025-06-12,01097,Worker_98,PRJ104,Electrician,7.5,0,7.5,Training
2025-06-13,01097,Worker_98,PRJ104,Electrician,7.5,0,7.5,Normal day
2025-06-16,01097,Worker_98,PRJ104,Electrician,8.0,0,8.0,Completed assigned task
2025-06-17,01097,Worker_98,PRJ104,Electrician,7.5,0,7.5,Left early
2025-06-18,01097,Worker_98,PRJ104,Electrician,6.0,0,6.0,Left early
2025-06-19,01097,Worker_98,PRJ104,Electrician,9.0,0,9.0,
2025-06-20,01097,Worker_98,PRJ104,Electrician,7.5,0,7.5,Worked late
2025-06-09,01098,Worker_99,PRJ100,Laborer,9.0,1,10.0,Worked late
2025-06-10,01098,Worker_99,PRJ100,Laborer,6.0,0,6.0,Training
2025-06-11,01098,Worker_99,PRJ100,Laborer,8.0,2,10.0,Worked late
2025-06-12,01098,Worker_99,PRJ100,Laborer,8.0,0,8.0,Training
2025-06-13,01098,Worker_99,PRJ100,Laborer,9.0,0,9.0,Minor equipment issue
2025-06-16,01098,Worker_99,PRJ100,Laborer,8.0,0,8.0,Left early
2025-06-17,01098,Worker_99,PRJ100,Laborer,8.0,0,8.0,
2025-06-18,01098,Worker_99,PRJ100,Laborer,9.0,0,9.0,Minor equipment issue
2025-06-19,01098,Worker_99,PRJ100,Laborer,8.0,0,8.0,Minor equipment issue
2025-06-20,01098,Worker_99,PRJ100,Laborer,8.0,1,9.0,Training
2025-06-09,01099,Worker_100,PRJ100,Carpenter,6.0,0,6.0,Minor equipment issue
2025-06-10,01099,Worker_100,PRJ100,Carpenter,8.0,0,8.0,Left early
2025-06-11,01099,Worker_100,PRJ100,Carpenter,8.0,0,8.0,Training
2025-06-12,01099,Worker_100,PRJ100,Carpenter,7.5,0,7.5,
2025-06-13,01099,Worker_100,PRJ100,Carpenter,8.0,0,8.0,Worked late
2025-06-16,01099,Worker_100,PRJ100,Carpenter,8.0,1,9.0,Minor equipment issue
2025-06-17,01099,Worker_100,PRJ100,Carpenter,7.5,0,7.5,Completed assigned task
2025-06-18,01099,Worker_100,PRJ100,Carpenter,8.0,1,9.0,
2025-06-19,01099,Worker_100,PRJ100,Carpenter,8.0,0,8.0,Worked late
2025-06-20,01099,Worker_100,PRJ100,Carpenter,8.0,2,10.0,Left early
2025-06-09,01100,Worker_101,PRJ102,Electrician,6.0,0,6.0,Worked late
2025-06-10,01100,Worker_101,PRJ102,Electrician,8.0,2,10.0,
2025-06-11,01100,Worker_101,PRJ102,Electrician,8.0,2,10.0,Completed assigned task
2025-06-12,01100,Worker_101,PRJ102,Electrician,9.0,0,9.0,
2025-06-13,01100,Worker_101,PRJ102,Electrician,8.0,2,10.0,Completed assigned task
2025-06-16,01100,Worker_101,PRJ102,Electrician,6.0,0,6.0,Training
2025-06-17,01100,Worker_101,PRJ102,Electrician,8.0,0,8.0,Completed assigned task
2025-06-18,01100,Worker_101,PRJ102,Electrician,6.0,0,6.0,
2025-06-19,01100,Worker_101,PRJ102,Electrician,8.0,2,10.0,Normal day
2025-06-20,01100,Worker_101,PRJ102,Electrician,7.5,0,7.5,Worked late
2025-06-09,01101,Worker_102,PRJ100,Plumber,6.0,0,6.0,Left early
2025-06-10,01101,Worker_102,PRJ100,Plumber,7.5,0,7.5,Normal day
2025-06-11,01101,Worker_102,PRJ100,Plumber,8.0,0,8.0,Normal day
2025-06-12,01101,Worker_102,PRJ100,Plumber,6.0,0,6.0,Normal day
2025-06-13,01101,Worker_102,PRJ100,Plumber,9.0,0,9.0,Completed assigned task
2025-06-16,01101,Worker_102,PRJ100,Plumber,8.0,2,10.0,Completed assigned task
2025-06-17,01101,Worker_102,PRJ100,Plumber,8.0,0,8.0,Worked late
2025-06-18,01101,Worker_102,PRJ100,Plumber,8.0,0,8.0,
2025-06-19,01101,Worker_102,PRJ100,Plumber,9.0,2,11.0,
2025-06-20,01101,Worker_102,PRJ100,Plumber,8.0,0,8.0,Left early
2025-06-09,01102,Worker_103,PRJ103,Laborer,8.0,2,10.0,Training
2025-06-10,01102,Worker_103,PRJ103,Laborer,8.0,2,10.0,Normal day
2025-06-11,01102,Worker_103,PRJ103,Laborer,6.0,0,6.0,Left early
2025-06-12,01102,Worker_103,PRJ103,Laborer,7.5,0,7.5,
2025-06-13,01102,Worker_103,PRJ103,Laborer,8.0,0,8.0,
2025-06-16,01102,Worker_103,PRJ103,Laborer,8.0,0,8.0,
2025-06-17,01102,Worker_103,PRJ103,Laborer,7.5,0,7.5,
2025-06-18,01102,Worker_103,PRJ103,Laborer,7.5,0,7.5,Completed assigned task
2025-06-19,01102,Worker_103,PRJ103,Laborer,8.0,0,8.0,Training
2025-06-20,01102,Worker_103,PRJ103,Laborer,7.5,0,7.5,Minor equipment issue
2025-06-09,01103,Worker_104,PRJ100,Electrician,7.5,0,7.5,Worked late
2025-06-10,01103,Worker_104,PRJ100,Electrician,8.0,1,9.0,Normal day
2025-06-11,01103,Worker_104,PRJ100,Electrician,9.0,2,11.0,Minor equipment issue
2025-06-12,01103,Worker_104,PRJ100,Electrician,6.0,0,6.0,Training
2025-06-13,01103,Worker_104,PRJ100,Electrician,7.5,0,7.5,Training
2025-06-16,01103,Worker_104,PRJ100,Electrician,8.0,2,10.0,Normal day
2025-06-17,01103,Worker_104,PRJ100,Electrician,6.0,0,6.0,Worked late
2025-06-18,01103,Worker_104,PRJ100,Electrician,8.0,0,8.0,
2025-06-19,01103,Worker_104,PRJ100,Electrician,7.5,0,7.5,Worked late
2025-06-20,01103,Worker_104,PRJ100,Electrician,9.0,0,9.0,Training
2025-06-09,01104,Worker_105,PRJ102,Electrician,8.0,2,10.0,Left early
2025-06-10,01104,Worker_105,PRJ102,Electrician,8.0,2,10.0,Worked late
2025-06-11,01104,Worker_105,PRJ102,Electrician,7.5,0,7.5,Normal day
2025-06-12,01104,Worker_105,PRJ102,Electrician,9.0,2,11.0,Completed assigned task
2025-06-13,01104,Worker_105,PRJ102,Electrician,7.5,0,7.5,Normal day
2025-06-16,01104,Worker_105,PRJ102,Electrician,6.0,0,6.0,Minor equipment issue
2025-06-17,01104,Worker_105,PRJ102,Electrician,8.0,1,9.0,Normal day
2025-06-18,01104,Worker_105,PRJ102,Electrician,6.0,0,6.0,Completed assigned task
2025-06-19,01104,Worker_105,PRJ102,Electrician,6.0,0,6.0,Left early
2025-06-20,01104,Worker_105,PRJ102,Electrician,8.0,1,9.0,Training
2025-06-09,01105,Worker_106,PRJ103,Electrician,6.0,0,6.0,
2025-06-10,01105,Worker_106,PRJ103,Electrician,8.0,1,9.0,
2025-06-11,01105,Worker_106,PRJ103,Electrician,8.0,0,8.0,Normal day
2025-06-12,01105,Worker_106,PRJ103,Electrician,8.0,0,8.0,Normal day
2025-06-13,01105,Worker_106,PRJ103,Electrician,8.0,1,9.0,Minor equipment issue
2025-06-16,01105,Worker_106,PRJ103,Electrician,8.0,0,8.0,Normal day
2025-06-17,01105,Worker_106,PRJ103,Electrician,8.0,2,10.0,
2025-06-18,01105,Worker_106,PRJ103,Electrician,8.0,0,8.0,Worked late
2025-06-19,01105,Worker_106,PRJ103,Electrician,6.0,0,6.0,Completed assigned task
2025-06-20,01105,Worker_106,PRJ103,Electrician,6.0,0,6.0,Completed assigned task
2025-06-09,01106,Worker_107,PRJ104,Carpenter,6.0,0,6.0,Training
2025-06-10,01106,Worker_107,PRJ104,Carpenter,8.0,1,9.0,Left early
2025-06-11,01106,Worker_107,PRJ104,Carpenter,8.0,0,8.0,Normal day
2025-06-12,01106,Worker_107,PRJ104,Carpenter,9.0,0,9.0,Minor equipment issue
2025-06-13,01106,Worker_107,PRJ104,Carpenter,7.5,0,7.5,Normal day
2025-06-16,01106,Worker_107,PRJ104,Carpenter,8.0,2,10.0,
2025-06-17,01106,Worker_107,PRJ104,Carpenter,6.0,0,6.0,Minor equipment issue
2025-06-18,01106,Worker_107,PRJ104,Carpenter,8.0,0,8.0,Worked late
2025-06-19,01106,Worker_107,PRJ104,Carpenter,7.5,0,7.5,Completed assigned task
2025-06-20,01106,Worker_107,PRJ104,Carpenter,8.0,2,10.0,
2025-06-09,01107,Worker_108,PRJ104,Electrician,8.0,1,9.0,Worked late
2025-06-10,01107,Worker_108,PRJ104,Electrician,8.0,1,9.0,Minor equipment issue
2025-06-11,01107,Worker_108,PRJ104,Electrician,8.0,0,8.0,Completed assigned task
2025-06-12,01107,Worker_108,PRJ104,Electrician,9.0,1,10.0,Left early
2025-06-13,01107,Worker_108,PRJ104,Electrician,8.0,0,8.0,Left early
2025-06-16,01107,Worker_108,PRJ104,Electrician,8.0,0,8.0,Completed assigned task
2025-06-17,01107,Worker_108,PRJ104,Electrician,6.0,0,6.0,Minor equipment issue
2025-06-18,01107,Worker_108,PRJ104,Electrician,8.0,1,9.0,
2025-06-19,01107,Worker_108,PRJ104,Electrician,9.0,0,9.0,Minor equipment issue
2025-06-20,01107,Worker_108,PRJ104,Electrician,6.0,0,6.0,Worked late
2025-06-09,01108,Worker_109,PRJ104,Electrician,7.5,0,7.5,Completed assigned task
2025-06-10,01108,Worker_109,PRJ104,Electrician,8.0,1,9.0,Training
2025-06-11,01108,Worker_109,PRJ104,Electrician,9.0,2,11.0,
2025-06-12,01108,Worker_109,PRJ104,Electrician,8.0,0,8.0,Completed assigned task
2025-06-13,01108,Worker_109,PRJ104,Electrician,7.5,0,7.5,Training
2025-06-16,01108,Worker_109,PRJ104,Electrician,8.0,0,8.0,Completed assigned task
2025-06-17,01108,Worker_109,PRJ104,Electrician,9.0,0,9.0,Worked late
2025-06-18,01108,Worker_109,PRJ104,Electrician,8.0,0,8.0,Completed assigned task
2025-06-19,01108,Worker_109,PRJ104,Electrician,9.0,1,10.0,
2025-06-20,01108,Worker_109,PRJ104,Electrician,8.0,0,8.0,Training
2025-06-09,01109,Worker_110,PRJ104,Electrician,8.0,1,9.0,Normal day
2025-06-10,01109,Worker_110,PRJ104,Electrician,8.0,1,9.0,Minor equipment issue
2025-06-11,01109,Worker_110,PRJ104,Electrician,8.0,2,10.0,
2025-06-12,01109,Worker_110,PRJ104,Electrician,8.0,0,8.0,Minor equipment issue
2025-06-13,01109,Worker_110,PRJ104,Electrician,8.0,1,9.0,
2025-06-16,01109,Worker_110,PRJ104,Electrician,9.0,2,11.0,Worked late
2025-06-17,01109,Worker_110,PRJ104,Electrician,9.0,1,10.0,Normal day
2025-06-18,01109,Worker_110,PRJ104,Electrician,9.0,0,9.0,Training
2025-06-19,01109,Worker_110,PRJ104,Electrician,7.5,0,7.5,Minor equipment issue
2025-06-20,01109,Worker_110,PRJ104,Electrician,9.0,0,9.0,
2025-06-09,01110,Worker_111,PRJ102,Plumber,6.0,0,6.0,
2025-06-10,01110,Worker_111,PRJ102,Plumber,9.0,1,10.0,Left early
2025-06-11,01110,Worker_111,PRJ102,Plumber,8.0,0,8.0,Left early
2025-06-12,01110,Worker_111,PRJ102,Plumber,6.0,0,6.0,Normal day
2025-06-13,01110,Worker_111,PRJ102,Plumber,9.0,0,9.0,
2025-06-16,01110,Worker_111,PRJ102,Plumber,7.5,0,7.5,Training
